account,is_suspicious,lr_risk_score,gnn_risk_score,ensemble_score,risk_label
A458,1,0.4145663165719157,0.472004750551426,0.4432855335616709,0
A354,0,0.3158523138041601,0.4741484019930435,0.3950003578986018,0
A265,0,0.3507870709560005,0.43466860426292087,0.3927278376094607,0
A52,0,0.5285762935750965,0.5585817340919174,0.5435790138335069,1
A180,0,0.38296664781508943,0.481612689293427,0.4322896685542582,0
A37,1,0.6336540983932358,0.5648832444273133,0.5992686714102746,1
A363,0,0.388262872250116,0.4270510290493985,0.40765695064975727,0
A44,0,0.5416511925316816,0.37012213073143235,0.455886661631557,0
A367,0,0.4070521629474874,0.5145344941872106,0.460793328567349,0
A444,1,0.4538325162612964,0.32841828257948613,0.39112539942039126,0
A84,1,0.443319011113792,0.4296470723771718,0.4364830417454819,0
A47,0,0.6386393382774799,0.5493658090444962,0.594002573660988,1
A309,0,0.5436246402310839,0.39644803767750786,0.47003633895429586,0
A148,1,0.7335275329977866,0.46865433047642974,0.6010909317371081,1
A234,1,0.4266897717023298,0.42519580070334717,0.4259427862028385,0
A4,0,0.45781767722425576,0.4169982935367316,0.4374079853804937,0
A60,0,0.7194822343447319,0.823306240086583,0.7713942372156575,1
A23,1,0.5310307480142499,0.3976637426347149,0.46434724532448235,0
A201,1,0.38714863367878877,0.45737271625251713,0.42226067496565295,0
A371,1,0.4480083842283914,0.41497904643710415,0.4314937153327478,0
A77,1,0.5167071742233911,0.5208728059571063,0.5187899900902486,1
A211,1,0.784993773580146,0.7899904354132707,0.7874921044967084,1
A313,0,0.33397116920750053,0.6994755324030905,0.5167233508052955,1
A353,0,0.3299619115166512,0.5710218396792459,0.45049187559794857,0
A464,1,0.3036423129933393,0.49491038124419096,0.39927634711876514,0
A118,0,0.3299366219787965,0.4133412426584199,0.37163893231860823,0
A171,0,0.394289517118818,0.407879989086312,0.401084753102565,0
A94,1,0.47433948790496083,0.45454092613643204,0.46444020702069644,0
A133,1,0.6769521357008149,0.737296545567082,0.7071243406339485,1
A488,1,0.2450562854985518,0.6256322914711574,0.4353442884848546,0
A5,1,0.435438215356712,0.4234904888620975,0.42946435210940476,0
A31,0,0.43997075585256357,0.4096988614608473,0.4248348086567054,0
A266,1,0.6693105461100474,0.6966602954262506,0.6829854207681489,1
A212,1,0.6963614405168678,0.6187485810730722,0.6575550107949699,1
A418,0,0.49826510745922026,0.5987211038563428,0.5484931056577815,1
A11,0,0.3716047591150452,0.5123992528076089,0.44200200596132705,0
A163,0,0.321533028765452,0.4721288947899587,0.3968309617777053,0
A445,1,0.5260457609326914,0.42959230543000104,0.4778190331813462,0
A451,0,0.5172386991083209,0.43914032641216166,0.47818951276024124,0
A100,0,0.35016183847323357,0.5300593027427445,0.440110570607989,0
A420,1,0.4496719758029217,0.62006886774101,0.5348704217719659,1
A375,0,0.42263588929545587,0.3884176602981967,0.4055267747968263,0
A6,0,0.4191238299870761,0.5180086710393231,0.4685662505131996,0
A269,1,0.41693102987338404,0.5471637973064892,0.48204741358993664,0
A203,0,0.3047995469793308,0.6155177271641669,0.46015863707174887,0
A193,0,0.4977042750994573,0.45782480624604655,0.4777645406727519,0
A364,0,0.5671699394825702,0.44080775899337926,0.5039888492379747,1
A481,1,0.3748131029981052,0.436093148877575,0.4054531259378401,0
A408,0,0.42237882638185753,0.33601235548693487,0.3791955909343962,0
A184,1,0.6178833954321008,0.3831810689416496,0.5005322321868753,1
A95,1,0.6835683938224453,0.4141840592081331,0.5488762265152892,1
A208,0,0.4719778014433982,0.44051183849492165,0.4562448199691599,0
A197,0,0.27181411593222754,0.5421858447469257,0.40699998033957663,0
A86,1,0.27590523248912846,0.4531875011506201,0.3645463668198743,0
A355,1,0.557641788563939,0.5131314628138713,0.5353866256889052,1
A200,0,0.2645234683268797,0.4716412943188,0.3680823813228398,0
A72,1,0.5136154379581765,0.509201302347156,0.5114083701526663,1
A105,0,0.6131100092604327,0.4068505979183312,0.509980303589382,1
A476,1,0.6048835990361523,0.40476665807342915,0.5048251285547907,1
A42,0,0.6551817121694495,0.46044030349513254,0.5578110078322911,1
A137,1,0.4465475817630709,0.3905713521345757,0.4185594669488233,0
A406,0,0.3578198915838457,0.41027397664697657,0.38404693411541113,0
A183,0,0.4276718668488162,0.4226732841203961,0.4251725754846062,0
A457,0,0.5271057060143266,0.595880945571373,0.5614933257928498,1
A416,0,0.3679224843220253,0.5255054935284786,0.44671398892525194,0
A88,1,0.5478005152769402,0.5502777811458737,0.549039148211407,1
A134,1,0.47932800775771717,0.649328043505407,0.564328025631562,1
A399,1,0.5594820113842259,0.43748896590980785,0.4984854886470169,0
A15,0,0.4426875291919463,0.41483254655912105,0.4287600378755337,0
A491,0,0.43101335116460204,0.5026620010728234,0.46683767611871274,0
A365,0,0.2631615833129709,0.46231947136433316,0.36274052733865203,0
A144,0,0.4959646647203754,0.4783740089274665,0.48716933682392094,0
A459,1,0.8060770943522662,0.8219091405054951,0.8139931174288806,1
A55,0,0.4840443879721276,0.5464391688175292,0.5152417783948284,1
A48,1,0.21200870315363257,0.529063805057535,0.3705362541055838,0
A400,1,0.32863922425504327,0.460444593033776,0.39454190864440963,0
A198,1,0.7558081847890235,0.7177307783364992,0.7367694815627613,1
A374,0,0.27725394895081695,0.40644422480991593,0.3418490868803664,0
A340,1,0.36617949572400227,0.43761782836442875,0.40189866204421554,0
A252,0,0.2294925171266931,0.7147237229343185,0.47210812003050584,0
A206,1,0.49488352798878,0.43027932866498997,0.462581428326885,0
A45,0,0.3445008859874628,0.38565432107510983,0.3650776035312863,0
A244,0,0.3222455919168764,0.4733085910485899,0.39777709148273316,0
A474,1,0.40938636568258324,0.5192859402371937,0.46433615295988845,0
A182,0,0.3808548648718466,0.40916778989184155,0.3950113273818441,0
A294,0,0.4272458696436224,0.4183612884364265,0.4228035790400244,0
A63,0,0.4077222504712249,0.47284985383201245,0.44028605215161865,0
A185,0,0.4378430701998463,0.4759730959461607,0.4569080830730035,0
