sender_account,receiver_account,amount,timestamp,transaction_type,is_suspicious
A267,A417,2338.92,2023-10-04 02:04:00,CreditCard,0
A240,A273,3224.75,2023-01-04 00:40:00,Wire,0
A244,A153,446.66,2023-01-04 07:48:00,Wire,0
A305,A118,366.6,2023-10-18 02:15:00,ACH,0
A96,A210,220.9,2023-11-18 04:26:00,CashDeposit,0
A127,A83,2023.57,2023-09-18 07:13:00,Wire,0
A112,A134,2451.59,2023-01-29 20:08:00,Wire,0
A264,A391,64.19,2023-10-19 06:08:00,CashDeposit,0
A350,A139,5504.39,2023-04-14 15:32:00,CashDeposit,0
A211,A96,106.74,2023-11-07 17:50:00,ACH,0
A148,A56,1558.7,2023-08-20 21:15:00,Wire,0
A139,A358,2469.28,2023-08-15 17:42:00,Wire,0
A9,A77,4095.41,2023-01-19 01:41:00,CashDeposit,1
A497,A52,2504.13,2023-04-13 17:09:00,DebitCard,0
A224,A372,3236.23,2023-01-03 23:41:00,CreditCard,0
A7,A252,829.37,2023-03-21 01:49:00,DebitCard,0
A402,A409,3372.91,2023-07-01 11:02:00,DebitCard,0
A405,A16,167.01,2023-05-01 05:45:00,ACH,0
A487,A74,4504.1,2023-01-21 09:40:00,DebitCard,0
A36,A278,1586.34,2023-06-21 04:12:00,CreditCard,0
A430,A128,3399.8,2023-10-25 13:14:00,Wire,0
A62,A498,1204.12,2023-10-07 16:09:00,CreditCard,0
A499,A226,2063.28,2023-03-31 23:44:00,ACH,0
A376,A394,1494.8,2023-02-04 05:02:00,CashDeposit,0
A106,A242,2630.48,2023-05-22 16:12:00,DebitCard,0
A81,A322,170.31,2023-09-23 03:25:00,ACH,0
A281,A266,124.5,2023-02-14 11:17:00,DebitCard,0
A152,A101,567.65,2023-05-12 05:27:00,ACH,0
A111,A498,347.62,2023-02-11 02:47:00,CreditCard,0
A166,A7,4108.07,2023-03-02 22:25:00,DebitCard,0
A202,A404,494.91,2023-03-30 12:08:00,ACH,0
A297,A401,7448.21,2023-09-09 11:52:00,Wire,0
A79,A190,821.65,2023-10-08 15:19:00,ACH,0
A255,A46,402.07,2023-09-07 17:52:00,CashDeposit,0
A496,A388,3118.43,2023-08-16 14:29:00,ACH,0
A330,A78,2150.03,2023-09-13 08:17:00,CashDeposit,0
A64,A249,1379.09,2023-03-26 17:08:00,DebitCard,0
A403,A330,1621.0,2023-10-03 12:07:00,DebitCard,0
A224,A375,2540.24,2023-03-12 06:09:00,ACH,0
A183,A370,518.72,2023-02-19 01:18:00,DebitCard,0
A248,A361,11217.26,2023-06-09 06:56:00,CashDeposit,1
A150,A277,7361.28,2023-09-11 18:48:00,Wire,0
A95,A278,2101.51,2023-05-07 13:56:00,DebitCard,0
A140,A444,445.14,2023-10-30 16:26:00,CashDeposit,0
A283,A82,2280.3,2023-01-26 01:51:00,CashDeposit,0
A151,A419,149.87,2023-04-06 21:10:00,CashDeposit,0
A0,A397,62.26,2023-08-21 07:09:00,CashDeposit,0
A94,A452,595.96,2023-01-07 19:34:00,CashDeposit,0
A397,A317,1242.11,2023-03-28 22:32:00,DebitCard,0
A337,A495,4054.04,2023-07-16 05:28:00,Wire,0
A349,A254,2597.81,2023-10-06 19:05:00,CashDeposit,0
A144,A165,2715.08,2023-05-30 04:55:00,DebitCard,0
A267,A337,1108.49,2023-01-25 06:39:00,ACH,0
A66,A91,849.1,2023-11-15 00:41:00,ACH,0
A248,A98,927.37,2023-02-05 22:55:00,ACH,0
A428,A198,8788.13,2023-08-28 13:00:00,Wire,0
A359,A302,81.87,2023-04-04 04:25:00,ACH,0
A310,A367,4035.29,2023-01-26 19:18:00,ACH,0
A106,A335,1728.7,2023-06-28 21:58:00,ACH,0
A327,A31,1154.7,2023-05-12 09:49:00,CashDeposit,0
A455,A212,2583.84,2023-10-27 06:58:00,DebitCard,0
A29,A421,1333.67,2023-08-13 14:50:00,DebitCard,0
A375,A36,4133.81,2023-10-31 19:35:00,DebitCard,0
A110,A491,4619.26,2023-07-09 03:19:00,ACH,0
A118,A272,1095.4,2023-05-21 07:04:00,CreditCard,0
A336,A127,648.22,2023-07-27 12:58:00,CreditCard,0
A285,A212,1794.69,2023-09-29 15:35:00,ACH,0
A295,A183,4869.11,2023-09-03 13:48:00,Wire,0
A218,A452,473.12,2023-02-07 21:39:00,CreditCard,0
A281,A205,1950.84,2023-07-03 18:04:00,DebitCard,0
A273,A307,1996.96,2023-06-11 07:05:00,DebitCard,0
A281,A166,2641.86,2023-11-04 14:26:00,DebitCard,0
A324,A220,282.13,2023-10-28 19:03:00,DebitCard,0
A288,A279,2516.33,2023-03-19 21:19:00,Wire,0
A474,A381,4794.51,2023-04-03 12:15:00,DebitCard,0
A229,A491,396.13,2023-05-25 13:49:00,ACH,0
A145,A305,542.42,2023-01-06 22:27:00,CashDeposit,0
A455,A154,7108.35,2023-01-03 09:23:00,DebitCard,0
A109,A438,399.29,2023-04-25 15:40:00,ACH,0
A482,A353,3853.58,2023-10-27 09:41:00,DebitCard,0
A261,A284,1355.64,2023-07-27 18:34:00,CashDeposit,0
A19,A235,567.99,2023-05-10 11:46:00,CreditCard,0
A187,A455,4092.01,2023-07-31 22:57:00,CreditCard,0
A415,A153,1178.67,2023-02-03 11:04:00,CashDeposit,0
A469,A111,1446.46,2023-09-25 08:06:00,ACH,0
A405,A247,890.18,2023-03-04 22:50:00,Wire,0
A353,A359,1797.64,2023-07-29 19:11:00,ACH,0
A153,A19,357.11,2023-09-24 01:44:00,CashDeposit,0
A399,A28,992.14,2023-12-02 15:26:00,DebitCard,0
A418,A222,6974.32,2023-06-01 15:37:00,ACH,0
A116,A382,597.17,2023-08-26 16:04:00,CashDeposit,0
A324,A398,2138.51,2023-08-19 04:11:00,Wire,0
A268,A21,786.65,2023-04-27 06:13:00,CashDeposit,0
A167,A257,2969.78,2023-09-12 01:11:00,CreditCard,0
A344,A374,280.53,2023-05-24 01:03:00,Wire,0
A294,A258,7001.22,2023-02-02 19:09:00,CreditCard,0
A402,A201,1209.5,2023-02-23 21:21:00,CreditCard,0
A243,A292,538.51,2023-09-29 08:39:00,ACH,0
A134,A43,152.68,2023-05-26 02:22:00,CashDeposit,0
A357,A66,372.08,2023-10-05 10:44:00,CreditCard,0
A101,A249,1467.0,2023-05-24 22:20:00,CashDeposit,0
A315,A376,821.97,2023-07-10 20:56:00,CreditCard,0
A136,A397,3530.82,2023-06-06 13:58:00,DebitCard,0
A294,A45,1127.35,2023-02-10 23:18:00,Wire,0
A178,A97,571.94,2023-04-27 18:39:00,DebitCard,0
A12,A394,1920.2,2023-04-21 23:32:00,CreditCard,0
A315,A420,2453.65,2023-10-20 06:56:00,Wire,0
A225,A22,365.54,2023-12-03 11:53:00,CreditCard,0
A191,A79,366.93,2023-10-03 21:10:00,ACH,0
A27,A124,74.72,2023-12-12 11:58:00,CashDeposit,0
A444,A426,2666.66,2023-10-26 14:26:00,DebitCard,1
A355,A411,2180.13,2023-02-10 12:21:00,DebitCard,0
A11,A169,1287.31,2023-03-18 02:21:00,CashDeposit,0
A279,A267,3717.98,2023-10-01 04:42:00,DebitCard,0
A318,A373,3276.4,2023-02-21 11:06:00,ACH,0
A463,A339,1760.66,2023-07-11 19:14:00,ACH,0
A30,A145,4054.02,2023-03-15 01:42:00,CashDeposit,0
A238,A335,460.94,2023-12-11 03:04:00,ACH,0
A338,A138,237.39,2023-08-30 09:13:00,DebitCard,0
A9,A149,628.74,2023-11-12 19:32:00,Wire,0
A194,A260,117.56,2023-09-16 09:21:00,ACH,0
A248,A443,1515.03,2023-08-06 09:35:00,CashDeposit,0
A101,A256,5516.76,2023-06-16 17:56:00,CashDeposit,0
A11,A20,80.28,2023-04-01 01:44:00,CashDeposit,0
A250,A201,260.47,2023-09-29 00:35:00,CreditCard,1
A350,A180,1203.69,2023-05-10 09:20:00,DebitCard,0
A256,A141,5432.42,2023-10-23 14:25:00,ACH,0
A449,A198,760.05,2023-11-21 04:27:00,ACH,0
A485,A143,1415.45,2023-03-24 03:10:00,CreditCard,0
A201,A336,84.92,2023-02-19 23:24:00,ACH,0
A266,A491,321.14,2023-09-04 20:24:00,CashDeposit,0
A351,A116,8629.5,2023-06-01 22:42:00,CreditCard,0
A218,A496,6711.61,2023-04-24 17:38:00,CashDeposit,0
A277,A67,9.9,2023-03-17 06:40:00,CreditCard,0
A350,A409,6065.28,2023-03-15 15:48:00,CreditCard,0
A361,A460,2038.42,2023-07-10 17:04:00,CreditCard,0
A465,A499,4048.67,2023-10-08 08:47:00,CreditCard,0
A289,A469,1212.98,2023-02-27 13:02:00,DebitCard,0
A272,A485,1449.67,2023-09-19 22:34:00,ACH,0
A429,A450,1342.17,2023-02-22 23:35:00,ACH,0
A450,A498,2198.41,2023-05-31 17:56:00,Wire,0
A381,A478,300.83,2023-10-27 04:06:00,DebitCard,0
A96,A54,60.86,2023-02-17 21:27:00,CreditCard,1
A313,A315,736.14,2023-04-08 03:52:00,CashDeposit,0
A118,A305,2439.4,2023-03-26 12:50:00,CreditCard,0
A183,A40,450.93,2023-09-08 13:04:00,Wire,0
A433,A309,2238.24,2023-06-20 16:07:00,DebitCard,0
A198,A251,7007.26,2023-06-22 12:32:00,CreditCard,0
A115,A16,197.21,2023-05-29 18:18:00,ACH,0
A486,A211,2233.16,2023-03-23 00:42:00,CreditCard,0
A33,A90,1173.08,2023-12-04 13:09:00,Wire,0
A250,A352,4052.06,2023-04-29 06:58:00,Wire,0
A218,A207,389.96,2023-10-10 14:40:00,ACH,0
A422,A194,2359.38,2023-09-20 05:12:00,DebitCard,0
A480,A380,3641.74,2023-07-28 05:38:00,CashDeposit,0
A328,A448,5786.86,2023-09-14 08:37:00,ACH,0
A231,A233,2299.27,2023-10-29 02:31:00,ACH,0
A125,A265,1375.03,2023-07-15 19:58:00,Wire,0
A20,A285,1923.87,2023-05-22 01:08:00,CashDeposit,0
A492,A25,4063.67,2023-03-11 02:56:00,DebitCard,0
A452,A155,1690.78,2023-10-09 16:29:00,DebitCard,0
A216,A150,61.72,2023-08-12 05:38:00,ACH,0
A462,A72,5345.81,2023-06-18 18:48:00,Wire,0
A256,A57,2339.32,2023-03-07 10:51:00,CashDeposit,0
A356,A279,2257.2,2023-02-19 06:19:00,Wire,0
A230,A12,485.86,2023-03-07 03:03:00,Wire,0
A364,A458,2151.07,2023-03-15 12:30:00,Wire,0
A165,A354,1001.3,2023-08-25 03:20:00,CreditCard,0
A63,A46,2106.7,2023-02-11 13:35:00,Wire,0
A43,A268,225.43,2023-09-15 12:17:00,Wire,0
A499,A261,2144.98,2023-08-11 20:22:00,CreditCard,0
A194,A22,14883.45,2023-10-07 17:09:00,CreditCard,1
A467,A171,98.83,2023-07-25 21:20:00,CreditCard,0
A74,A91,7559.73,2023-10-08 00:59:00,ACH,0
A158,A373,1044.81,2023-10-07 20:23:00,Wire,0
A92,A60,4092.07,2023-11-24 03:34:00,CreditCard,0
A1,A318,3050.06,2023-10-06 16:07:00,DebitCard,1
A254,A437,1674.11,2023-07-01 13:12:00,CashDeposit,0
A311,A451,2682.25,2023-06-29 15:58:00,CreditCard,0
A337,A243,4215.94,2023-06-15 04:49:00,Wire,0
A307,A3,1035.5,2023-03-31 02:20:00,CashDeposit,0
A321,A285,792.12,2023-10-26 14:19:00,CreditCard,0
A75,A28,2202.79,2023-08-26 20:25:00,DebitCard,0
A437,A16,3298.92,2023-08-31 20:18:00,CashDeposit,0
A152,A169,2873.37,2023-12-02 02:26:00,ACH,0
A213,A91,3197.13,2023-02-28 17:46:00,DebitCard,0
A354,A358,1143.92,2023-08-05 14:55:00,CashDeposit,0
A90,A494,3405.68,2023-06-15 18:48:00,CashDeposit,0
A18,A47,256.14,2023-10-07 19:21:00,DebitCard,0
A459,A194,1572.67,2023-10-26 15:34:00,ACH,0
A431,A281,11.55,2023-01-24 15:19:00,DebitCard,0
A62,A355,784.86,2023-11-09 21:37:00,DebitCard,0
A211,A268,912.87,2023-03-18 09:39:00,CreditCard,0
A55,A292,1008.93,2023-09-23 16:27:00,CashDeposit,0
A247,A370,2377.95,2023-09-08 17:33:00,CashDeposit,0
A361,A147,983.87,2023-06-05 11:39:00,CashDeposit,0
A132,A269,1190.93,2023-07-29 09:40:00,CashDeposit,0
A66,A314,542.42,2023-07-24 20:22:00,Wire,0
A323,A254,934.42,2023-06-29 07:34:00,CreditCard,0
A119,A362,515.65,2023-04-16 18:19:00,CreditCard,1
A12,A238,152.03,2023-08-16 17:21:00,ACH,0
A106,A409,1849.9,2023-08-13 00:38:00,Wire,0
A170,A179,2206.52,2023-07-24 00:59:00,CreditCard,1
A103,A353,1932.49,2023-04-13 12:53:00,DebitCard,0
A157,A153,1245.36,2023-07-04 11:31:00,CashDeposit,0
A3,A58,955.38,2023-09-07 16:55:00,DebitCard,0
A370,A291,3980.43,2023-08-13 06:37:00,ACH,0
A99,A169,1464.12,2023-10-31 14:04:00,DebitCard,0
A245,A469,1304.71,2023-06-22 18:14:00,ACH,0
A246,A79,51.95,2023-08-17 08:33:00,Wire,0
A274,A458,834.82,2023-05-03 00:13:00,Wire,0
A211,A475,956.7,2023-09-28 08:48:00,ACH,0
A153,A289,1017.73,2023-09-21 22:50:00,DebitCard,0
A9,A106,1735.82,2023-07-30 05:22:00,DebitCard,0
A454,A407,1525.43,2023-05-09 17:45:00,ACH,0
A143,A430,1872.5,2023-01-12 08:23:00,DebitCard,0
A320,A273,2895.35,2023-11-03 17:03:00,CreditCard,0
A199,A95,3353.14,2023-08-05 16:51:00,ACH,0
A384,A157,2532.57,2023-09-14 18:42:00,DebitCard,0
A139,A211,6225.6,2023-02-01 14:27:00,Wire,0
A190,A231,36.8,2023-10-29 23:54:00,DebitCard,0
A154,A89,435.76,2023-02-10 20:41:00,DebitCard,0
A398,A103,15.18,2023-11-29 13:00:00,ACH,0
A12,A409,2085.27,2023-06-25 17:34:00,CashDeposit,0
A174,A472,4566.16,2023-06-26 00:38:00,CashDeposit,0
A167,A73,558.06,2023-10-08 03:49:00,ACH,0
A480,A264,5235.54,2023-09-04 09:14:00,CreditCard,0
A18,A235,124.32,2023-05-22 02:47:00,CashDeposit,0
A159,A477,5449.46,2023-01-17 00:44:00,CashDeposit,0
A170,A239,866.56,2023-11-20 17:49:00,ACH,0
A392,A337,213.88,2023-09-29 10:45:00,DebitCard,1
A388,A159,1330.57,2023-08-21 14:21:00,CreditCard,0
A98,A146,593.52,2023-04-11 17:24:00,CashDeposit,0
A225,A343,670.59,2023-02-12 20:02:00,DebitCard,0
A140,A58,734.29,2023-01-06 13:18:00,CashDeposit,0
A52,A105,3249.37,2023-07-17 12:41:00,DebitCard,0
A138,A72,1549.41,2023-12-10 10:29:00,DebitCard,0
A87,A36,745.92,2023-04-24 08:51:00,CashDeposit,0
A276,A227,1884.93,2023-01-19 11:15:00,CreditCard,1
A462,A345,2518.62,2023-01-19 08:53:00,ACH,0
A44,A218,636.62,2023-05-23 16:37:00,CreditCard,0
A456,A303,1067.33,2023-08-18 04:23:00,Wire,0
A159,A170,259.96,2023-10-25 14:55:00,CreditCard,0
A343,A414,399.71,2023-07-14 05:39:00,ACH,0
A386,A391,2285.87,2023-06-19 13:18:00,CashDeposit,0
A416,A410,400.41,2023-12-01 20:21:00,Wire,0
A158,A350,1489.57,2023-08-23 15:00:00,Wire,0
A485,A114,2469.18,2023-02-22 07:51:00,CashDeposit,0
A186,A200,226.06,2023-03-08 18:09:00,DebitCard,0
A451,A166,1675.48,2023-06-15 00:50:00,Wire,0
A243,A57,592.94,2023-05-08 22:56:00,Wire,0
A87,A144,6589.73,2023-10-07 14:22:00,DebitCard,0
A65,A260,1321.54,2023-02-07 11:26:00,Wire,0
A407,A54,3279.72,2023-04-29 15:29:00,CashDeposit,0
A405,A154,1598.02,2023-07-13 23:12:00,Wire,0
A211,A122,88.77,2023-08-15 01:17:00,CreditCard,0
A498,A246,2005.61,2023-05-20 17:50:00,ACH,0
A416,A355,6048.4,2023-08-04 03:58:00,Wire,0
A222,A290,1840.66,2023-10-14 15:45:00,DebitCard,0
A120,A88,3420.6,2023-08-30 05:59:00,ACH,0
A364,A293,4311.89,2023-11-01 15:37:00,Wire,0
A305,A237,517.75,2023-04-29 11:11:00,CashDeposit,0
A227,A90,476.63,2023-04-23 03:39:00,Wire,0
A55,A350,1888.25,2023-10-24 09:25:00,CashDeposit,0
A194,A167,1058.75,2023-06-29 23:13:00,ACH,0
A418,A71,3663.43,2023-11-20 01:00:00,CashDeposit,0
A325,A414,4605.63,2023-01-01 01:36:00,CreditCard,0
A231,A272,872.12,2023-04-17 03:11:00,Wire,0
A228,A100,540.66,2023-03-16 21:05:00,DebitCard,0
A406,A467,3033.04,2023-09-05 10:04:00,DebitCard,0
A479,A222,642.63,2023-09-19 08:09:00,DebitCard,0
A298,A4,3458.86,2023-08-11 15:17:00,CashDeposit,0
A65,A436,1102.39,2023-04-18 02:37:00,ACH,0
A281,A495,2202.53,2023-01-20 08:14:00,ACH,0
A420,A183,200.82,2023-02-09 22:33:00,DebitCard,0
A120,A221,1955.58,2023-09-13 16:06:00,CashDeposit,0
A162,A364,1202.11,2023-05-20 08:52:00,Wire,0
A279,A108,1766.72,2023-08-30 04:54:00,CreditCard,0
A96,A284,367.88,2023-05-21 00:38:00,DebitCard,0
A78,A147,2670.24,2023-11-14 18:04:00,CreditCard,0
A36,A331,3972.59,2023-01-06 17:15:00,CreditCard,0
A249,A336,488.58,2023-06-09 00:14:00,CreditCard,0
A328,A412,201.22,2023-06-01 09:48:00,Wire,0
A356,A309,47.84,2023-12-05 17:10:00,Wire,0
A232,A260,2054.29,2023-06-04 10:03:00,CashDeposit,0
A196,A181,1868.37,2023-03-24 04:33:00,CreditCard,0
A3,A295,1582.39,2023-07-01 08:57:00,CreditCard,0
A137,A210,527.79,2023-12-04 08:26:00,CashDeposit,0
A17,A19,991.57,2023-07-26 20:34:00,Wire,0
A57,A297,1805.15,2023-06-25 07:41:00,ACH,0
A374,A269,1373.4,2023-11-09 21:07:00,DebitCard,0
A40,A267,8810.27,2023-11-21 00:12:00,CashDeposit,0
A241,A322,293.38,2023-09-28 00:57:00,ACH,0
A276,A408,2375.84,2023-07-31 00:52:00,DebitCard,0
A462,A175,1036.1,2023-07-14 19:11:00,ACH,0
A262,A463,1117.93,2023-06-20 20:12:00,CashDeposit,0
A215,A180,2528.85,2023-10-18 14:58:00,DebitCard,0
A18,A355,2358.15,2023-12-03 00:06:00,CashDeposit,0
A372,A401,9478.77,2023-07-25 05:44:00,DebitCard,0
A242,A296,274.84,2023-03-03 13:26:00,CashDeposit,0
A149,A414,219.87,2023-09-26 11:19:00,CashDeposit,1
A248,A42,2577.17,2023-02-16 04:10:00,CashDeposit,0
A401,A142,1727.33,2023-04-02 18:27:00,CreditCard,0
A140,A439,640.85,2023-04-04 13:18:00,ACH,0
A309,A89,165.5,2023-11-28 08:51:00,CashDeposit,0
A337,A228,179.1,2023-05-15 15:04:00,CreditCard,0
A358,A120,4492.24,2023-06-26 13:16:00,CreditCard,0
A441,A16,426.06,2023-05-05 19:51:00,ACH,0
A304,A478,781.27,2023-10-27 04:19:00,CreditCard,0
A385,A211,514.06,2023-10-08 11:34:00,Wire,0
A225,A371,877.0,2023-08-21 03:12:00,CreditCard,0
A375,A431,143.9,2023-05-06 15:19:00,ACH,0
A386,A419,1464.02,2023-02-12 05:34:00,ACH,0
A204,A243,140.01,2023-04-20 17:23:00,Wire,0
A385,A472,3222.44,2023-07-13 21:14:00,CreditCard,0
A361,A199,532.39,2023-06-22 19:01:00,DebitCard,0
A445,A222,1553.11,2023-01-05 07:39:00,DebitCard,0
A229,A195,4241.85,2023-09-05 00:45:00,DebitCard,0
A349,A489,2104.66,2023-01-15 22:25:00,ACH,0
A326,A181,1522.67,2023-11-04 09:04:00,Wire,0
A333,A439,784.11,2023-04-10 05:55:00,DebitCard,0
A410,A50,809.94,2023-04-03 23:13:00,CashDeposit,0
A395,A345,2214.22,2023-09-30 17:39:00,CreditCard,0
A301,A394,10278.99,2023-03-12 23:17:00,CashDeposit,1
A172,A346,2168.47,2023-09-09 07:44:00,CreditCard,0
A5,A344,1631.91,2023-01-04 02:03:00,ACH,1
A50,A268,2623.49,2023-02-07 19:57:00,Wire,0
A371,A145,1251.75,2023-04-02 17:06:00,CreditCard,0
A317,A47,124.05,2023-01-21 17:02:00,CashDeposit,0
A427,A111,1652.43,2023-12-13 01:29:00,CashDeposit,0
A362,A490,6322.41,2023-02-13 16:22:00,ACH,0
A66,A192,385.48,2023-08-27 23:39:00,CashDeposit,0
A94,A458,2342.4,2023-02-10 08:34:00,CreditCard,0
A239,A338,448.62,2023-12-07 20:29:00,ACH,0
A472,A141,1535.0,2023-10-08 02:45:00,Wire,0
A341,A394,203.35,2023-10-08 09:24:00,DebitCard,0
A399,A37,1197.02,2023-04-11 22:58:00,ACH,0
A170,A30,2822.51,2023-04-05 00:31:00,DebitCard,0
A35,A251,854.11,2023-12-05 02:06:00,CreditCard,0
A91,A330,2186.72,2023-06-29 03:39:00,ACH,0
A393,A220,3173.89,2023-03-21 12:17:00,CashDeposit,0
A467,A226,5239.47,2023-09-18 11:15:00,DebitCard,0
A37,A36,534.82,2023-07-28 00:29:00,DebitCard,0
A9,A459,1019.37,2023-07-01 04:58:00,CreditCard,0
A0,A477,330.73,2023-01-14 18:36:00,Wire,0
A358,A168,9781.31,2023-11-26 08:40:00,Wire,0
A263,A362,5234.62,2023-12-09 05:04:00,Wire,0
A206,A432,1552.87,2023-09-22 23:19:00,ACH,0
A1,A196,3690.74,2023-09-08 22:51:00,Wire,0
A274,A478,1471.93,2023-05-11 16:16:00,DebitCard,0
A205,A28,1954.13,2023-08-19 04:52:00,ACH,0
A436,A491,186.7,2023-05-04 19:30:00,ACH,0
A389,A392,2815.2,2023-04-16 13:41:00,CreditCard,0
A20,A495,273.27,2023-05-20 20:52:00,CreditCard,0
A199,A458,3498.18,2023-02-08 20:57:00,DebitCard,0
A453,A323,3046.78,2023-06-09 11:09:00,CreditCard,0
A98,A12,2467.11,2023-09-20 01:10:00,CashDeposit,0
A199,A32,73.66,2023-10-16 15:03:00,CashDeposit,0
A255,A273,722.31,2023-10-31 17:47:00,Wire,0
A8,A18,610.64,2023-05-04 12:43:00,ACH,0
A369,A21,893.0,2023-05-28 15:22:00,ACH,0
A334,A341,183.45,2023-07-10 11:05:00,Wire,0
A445,A447,5527.9,2023-07-15 08:32:00,CreditCard,0
A119,A473,1613.99,2023-01-27 05:26:00,ACH,0
A250,A334,729.2,2023-01-07 22:34:00,Wire,0
A316,A23,1011.61,2023-03-30 08:35:00,CreditCard,1
A323,A25,1185.53,2023-11-26 09:03:00,DebitCard,0
A49,A233,1835.56,2023-08-11 12:58:00,CreditCard,0
A32,A418,1450.02,2023-10-25 15:09:00,ACH,0
A304,A409,5036.31,2023-08-13 03:26:00,CreditCard,0
A103,A218,1374.19,2023-05-03 19:44:00,Wire,0
A499,A350,9696.53,2023-07-29 16:52:00,CashDeposit,0
A428,A493,3813.33,2023-10-16 18:13:00,CreditCard,0
A303,A88,467.68,2023-05-03 03:40:00,ACH,0
A72,A387,5335.6,2023-06-01 03:40:00,CreditCard,0
A283,A84,247.43,2023-06-09 17:04:00,CreditCard,0
A20,A68,3401.46,2023-02-06 09:31:00,CashDeposit,0
A80,A8,958.08,2023-11-17 06:17:00,Wire,0
A3,A91,4207.05,2023-12-04 04:42:00,ACH,0
A303,A454,4050.77,2023-04-14 07:17:00,Wire,0
A405,A395,3279.03,2023-06-23 07:27:00,CreditCard,0
A327,A138,3121.59,2023-07-10 10:48:00,Wire,0
A480,A89,726.76,2023-08-11 06:57:00,ACH,0
A367,A255,168.76,2023-08-11 20:10:00,ACH,0
A400,A154,1031.61,2023-05-07 15:35:00,Wire,1
A120,A98,381.17,2023-02-12 18:47:00,CashDeposit,0
A316,A185,2374.57,2023-11-11 02:39:00,CashDeposit,0
A237,A394,849.6,2023-08-17 02:07:00,CreditCard,0
A99,A57,7427.18,2023-10-18 00:54:00,CreditCard,0
A495,A466,2048.71,2023-06-22 17:28:00,Wire,0
A343,A472,3457.35,2023-01-16 16:44:00,ACH,0
A145,A107,284.34,2023-06-08 06:13:00,DebitCard,0
A412,A455,3961.21,2023-10-04 03:04:00,Wire,0
A379,A26,5121.6,2023-12-03 17:33:00,CashDeposit,0
A402,A14,1335.2,2023-06-26 14:31:00,CashDeposit,0
A458,A120,1864.09,2023-09-20 15:42:00,Wire,0
A166,A214,2894.72,2023-03-14 08:42:00,DebitCard,0
A56,A166,384.35,2023-03-24 22:23:00,ACH,0
A211,A445,1396.59,2023-03-14 19:14:00,Wire,0
A37,A241,1017.2,2023-08-02 00:36:00,Wire,0
A223,A74,316.52,2023-03-20 16:52:00,CashDeposit,0
A198,A191,916.26,2023-02-19 15:55:00,Wire,0
A323,A183,141.21,2023-04-09 04:37:00,CreditCard,0
A16,A354,52.3,2023-07-27 01:04:00,ACH,0
A56,A436,290.44,2023-06-19 11:54:00,Wire,0
A389,A175,6599.91,2023-03-22 01:06:00,DebitCard,0
A404,A406,1594.93,2023-08-21 06:55:00,CashDeposit,0
A295,A496,6752.36,2023-07-21 06:03:00,CreditCard,0
A438,A267,1133.02,2023-06-28 02:48:00,CreditCard,0
A428,A236,747.4,2023-04-12 15:25:00,ACH,0
A376,A446,1411.01,2023-03-31 19:17:00,CreditCard,0
A296,A113,1157.89,2023-11-21 16:51:00,CashDeposit,0
A467,A293,223.35,2023-11-24 01:02:00,ACH,0
A22,A20,2047.9,2023-06-21 08:37:00,CashDeposit,0
A271,A201,486.79,2023-06-24 11:55:00,ACH,0
A123,A42,1933.0,2023-07-23 08:08:00,ACH,0
A208,A486,2100.79,2023-03-21 08:58:00,CreditCard,0
A122,A331,329.81,2023-02-03 00:48:00,ACH,0
A156,A82,126.62,2023-09-14 01:34:00,Wire,0
A382,A298,3035.19,2023-01-09 21:19:00,Wire,0
A70,A447,1231.63,2023-09-14 00:05:00,Wire,0
A446,A189,119.85,2023-08-17 05:09:00,Wire,0
A0,A440,10543.86,2023-08-17 09:28:00,ACH,1
A197,A457,119.03,2023-09-09 11:52:00,DebitCard,0
A151,A218,2375.12,2023-10-02 02:50:00,DebitCard,0
A313,A277,8230.6,2023-07-29 10:25:00,CreditCard,0
A41,A317,546.72,2023-11-17 16:57:00,DebitCard,0
A28,A263,306.88,2023-12-11 04:21:00,DebitCard,0
A56,A196,258.82,2023-05-14 02:34:00,Wire,0
A187,A89,722.73,2023-08-24 23:49:00,CashDeposit,0
A287,A363,213.05,2023-10-09 15:36:00,CreditCard,0
A171,A122,2356.36,2023-07-16 11:23:00,ACH,0
A377,A480,128.63,2023-10-01 21:29:00,CashDeposit,0
A359,A107,1424.34,2023-10-02 05:19:00,CreditCard,0
A459,A136,11425.76,2023-07-03 08:13:00,Wire,1
A141,A27,3363.7,2023-01-24 01:43:00,DebitCard,0
A248,A256,1910.16,2023-07-11 18:13:00,ACH,0
A272,A347,731.3,2023-10-28 12:16:00,CashDeposit,0
A231,A317,1955.78,2023-05-15 00:54:00,ACH,0
A452,A234,1497.5,2023-02-01 18:54:00,ACH,0
A91,A147,1110.54,2023-01-29 00:22:00,ACH,0
A57,A356,280.16,2023-02-23 20:50:00,Wire,0
A104,A266,4353.74,2023-12-13 15:37:00,ACH,0
A496,A349,1194.89,2023-07-17 03:07:00,CreditCard,0
A215,A227,432.89,2023-09-26 14:12:00,ACH,0
A32,A11,916.97,2023-11-14 09:50:00,CreditCard,0
A266,A330,1069.31,2023-05-03 06:56:00,Wire,0
A335,A330,3515.16,2023-10-14 11:22:00,DebitCard,0
A340,A356,2645.62,2023-07-13 00:39:00,CashDeposit,0
A155,A290,2933.32,2023-02-18 01:02:00,DebitCard,0
